ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected,Accuracy,Oracle_view
1 (0.36),1 (0.52),1 (0.36),1 (0.08),1 (0.4),1 (0.04),1 (0.0),1 (0.0),1 (0.2),1 (0.04),1 (0.32),1 (0.0),1 (0.56),1 (0.0),1 (0.0),1,"Falcon,Fasttext,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1)",Falcon,TRUE,TRUE
1 (0.24),0 (0.24),0 (0.04),0 (0.08),0 (0.08),0 (0.32),0 (0.0),0 (0.48),0 (0.56),0 (0.08),0 (0.0),0 (0.44),0 (0.0),0 (0.0),0 (0.0),0,"Falcon,RoBERTa,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",Falcon,TRUE,TRUE
0 (0.12),0 (0.4),1 (0.36),1 (0.52),0 (0.24),1 (0.48),0 (0.52),1 (0.32),1 (0.56),1 (0.28),0 (0.32),1 (0.24),0 (0.04),1 (0.12),1 (0.12),0,XLNET,"(0,)",XLNET,TRUE,TRUE
1 (0.12),1 (0.2),1 (0.36),1 (0.2),1 (0.28),1 (0.32),1 (0.16),1 (0.28),1 (0.08),1 (0.4),1 (0.16),1 (0.12),1 (0.36),1 (0.28),1 (0.28),1,Glove,"(1,)",Glove,TRUE,TRUE
0 (0.0),0 (0.12),0 (0.4),0 (0.48),0 (0.08),0 (0.0),0 (0.04),0 (0.08),0 (0.12),0 (0.12),0 (0.04),0 (0.16),0 (0.36),0 (0.08),0 (0.08),0,"ALBERT,ELMO","(0, 0)",ALBERT,TRUE,TRUE
0 (0.24),0 (0.16),0 (0.28),0 (0.4),0 (0.0),0 (0.28),0 (0.12),1 (0.16),1 (0.32),0 (0.04),0 (0.0),1 (0.2),0 (0.04),0 (0.0),0 (0.0),0,"ELECTRA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0)",ELECTRA,TRUE,TRUE
0 (0.24),0 (0.36),1 (0.44),1 (0.4),0 (0.56),0 (0.12),0 (0.0),0 (0.0),0 (0.28),0 (0.0),0 (0.48),0 (0.2),0 (0.48),0 (0.04),0 (0.04),0,"Falcon,Fasttext,LLAMA","(0, 0, 0)",Falcon,TRUE,TRUE
0 (0.56),0 (0.44),0 (0.44),0 (0.16),0 (0.12),0 (0.08),0 (0.0),0 (0.12),0 (0.16),0 (0.08),0 (0.24),0 (0.0),0 (0.4),0 (0.0),0 (0.0),0,"Falcon,W2V,LLAMA3,MISTRAL","(0, 0, 0, 0)",Falcon,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.16),1 (0.48),1 (0.2),1 (0.48),1 (0.68),0 (0.48),0 (0.32),1 (0.16),0 (0.48),1 (0.32),1 (0.32),1 (0.64),0 (0.32),1 (0.28),1 (0.28),1,"ALBERT,Fasttext","(1, 1)",ALBERT,TRUE,TRUE
1 (0.28),1 (0.48),0 (0.52),0 (0.36),0 (0.6),1 (0.32),1 (0.0),0 (0.0),1 (0.24),1 (0.16),0 (0.24),1 (0.0),1 (0.24),1 (0.16),1 (0.16),1,"Falcon,Fasttext,W2V","(1, 0, 1)",Falcon,TRUE,TRUE
0 (0.12),0 (0.24),0 (0.32),0 (0.24),0 (0.36),0 (0.28),0 (0.0),0 (0.2),0 (0.32),0 (0.24),0 (0.0),0 (0.32),0 (0.24),0 (0.0),0 (0.0),0,"Falcon,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0)",Falcon,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.32),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0,"ALBERT,BART,BERT,DistilBERT,ELECTRA,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.52),0 (0.4),0 (0.04),0 (0.0),0 (0.04),0 (0.0),0 (0.0),0 (0.4),0 (0.36),0 (0.0),0 (0.0),0 (0.16),0 (0.0),0 (0.0),0 (0.0),0,"DistilBERT,ELMO,Falcon,LLAMA,RoBERTa,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0)",DistilBERT,TRUE,TRUE
1 (0.0),1 (0.36),1 (0.2),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.28),1 (0.24),1 (0.16),1 (0.2),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELECTRA,ELMO,Falcon,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.68),1 (0.44),0 (0.4),1 (0.36),1 (0.36),0 (0.4),0 (0.12),0 (0.4),0 (0.28),0 (0.24),0 (0.44),0 (0.32),0 (0.44),0 (0.12),0 (0.12),0,"Falcon,LLAMA3,MISTRAL","(0, 0, 0)",Falcon,TRUE,TRUE
1 (0.4),1 (0.44),1 (0.16),1 (0.12),1 (0.32),1 (0.48),1 (0.12),1 (0.28),1 (0.48),1 (0.08),1 (0.48),1 (0.32),1 (0.32),1 (0.04),1 (0.04),1,"LLAMA3,MISTRAL","(1, 1)",LLAMA3,TRUE,TRUE
1 (0.32),0 (0.52),1 (0.4),1 (0.52),1 (0.56),1 (0.36),0 (0.04),0 (0.04),0 (0.4),0 (0.16),0 (0.4),0 (0.36),1 (0.12),0 (0.08),0 (0.08),0,"Falcon,Fasttext","(0, 0)",Falcon,TRUE,TRUE
0 (0.4),0 (0.32),1 (0.52),0 (0.4),0 (0.48),0 (0.44),0 (0.0),0 (0.44),0 (0.44),0 (0.32),0 (0.6),0 (0.28),0 (0.08),0 (0.08),0 (0.08),0,Falcon,"(0,)",Falcon,TRUE,TRUE
1 (0.4),1 (0.16),1 (0.28),1 (0.24),1 (0.28),1 (0.28),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.32),1 (0.0),1 (0.16),1 (0.0),1 (0.0),1,"Falcon,Fasttext,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",Falcon,TRUE,TRUE
1 (0.2),1 (0.44),1 (0.4),1 (0.28),1 (0.6),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.24),1 (0.0),1 (0.16),1 (0.0),1 (0.0),1,"ELMO,Falcon,Fasttext,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
1 (0.32),0 (0.32),0 (0.48),1 (0.36),1 (0.8),0 (0.24),0 (0.04),0 (0.36),0 (0.24),0 (0.04),0 (0.52),0 (0.4),0 (0.44),0 (0.08),0 (0.08),0,"Falcon,LLAMA","(0, 0)",Falcon,TRUE,TRUE
1 (0.4),1 (0.44),0 (0.32),0 (0.12),0 (0.44),0 (0.2),0 (0.04),0 (0.56),0 (0.48),0 (0.24),0 (0.4),0 (0.28),1 (0.48),0 (0.16),0 (0.16),0,Falcon,"(0,)",Falcon,TRUE,TRUE
1 (0.56),0 (0.44),1 (0.24),0 (0.6),1 (0.4),0 (0.24),0 (0.04),1 (0.32),1 (0.44),0 (0.32),1 (0.48),0 (0.28),0 (0.28),0 (0.04),0 (0.04),0,"Falcon,LLAMA3,MISTRAL","(0, 0, 0)",Falcon,TRUE,TRUE
0 (0.48),1 (0.32),1 (0.28),0 (0.28),0 (0.44),0 (0.44),0 (0.0),0 (0.12),1 (0.44),0 (0.0),1 (0.56),0 (0.2),0 (0.36),0 (0.0),0 (0.0),0,"Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0)",Falcon,TRUE,TRUE
1 (0.6),1 (0.44),1 (0.48),1 (0.04),1 (0.56),1 (0.32),1 (0.08),1 (0.12),1 (0.24),1 (0.08),0 (0.52),0 (0.28),1 (0.48),1 (0.16),1 (0.16),1,DistilBERT,"(1,)",DistilBERT,TRUE,TRUE
1 (0.28),1 (0.24),1 (0.48),1 (0.32),1 (0.36),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.44),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"ELMO,Falcon,Fasttext,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
1 (0.48),1 (0.08),1 (0.28),1 (0.4),1 (0.52),1 (0.12),1 (0.0),1 (0.36),1 (0.08),1 (0.04),1 (0.4),1 (0.04),1 (0.08),1 (0.12),1 (0.12),1,Falcon,"(1,)",Falcon,TRUE,TRUE
1 (0.68),1 (0.16),1 (0.52),1 (0.28),1 (0.6),0 (0.32),1 (0.52),1 (0.24),1 (0.04),1 (0.2),1 (0.44),1 (0.28),0 (0.44),1 (0.44),1 (0.44),1,Glove,"(1,)",Glove,TRUE,TRUE
1 (0.36),1 (0.28),0 (0.48),0 (0.52),1 (0.48),1 (0.16),1 (0.0),1 (0.4),0 (0.2),1 (0.0),0 (0.2),1 (0.08),1 (0.32),0 (0.16),0 (0.16),1,"Falcon,LLAMA","(1, 1)",Falcon,TRUE,TRUE
1 (0.52),1 (0.36),1 (0.56),0 (0.56),1 (0.56),0 (0.2),1 (0.28),0 (0.52),1 (0.36),1 (0.08),1 (0.44),0 (0.52),1 (0.36),1 (0.44),1 (0.44),1,LLAMA,"(1,)",LLAMA,TRUE,TRUE
0 (0.28),0 (0.52),1 (0.56),0 (0.4),1 (0.16),1 (0.68),1 (0.4),0 (0.4),0 (0.32),0 (0.32),1 (0.44),0 (0.16),0 (0.44),0 (0.16),0 (0.16),1,"ELECTRA,W2V,LLAMA3,MISTRAL","(1, 0, 0, 0)",ELECTRA,TRUE,TRUE
0 (0.4),0 (0.24),1 (0.36),1 (0.4),1 (0.44),0 (0.4),0 (0.08),0 (0.16),0 (0.56),0 (0.28),0 (0.28),0 (0.32),0 (0.4),0 (0.2),0 (0.2),0,Falcon,"(0,)",Falcon,TRUE,TRUE
0 (0.4),0 (0.44),0 (0.56),0 (0.56),0 (0.44),0 (0.4),0 (0.08),0 (0.28),0 (0.2),0 (0.44),0 (0.36),0 (0.2),0 (0.4),0 (0.16),0 (0.16),0,Falcon,"(0,)",Falcon,TRUE,TRUE
1 (0.32),1 (0.2),1 (0.36),1 (0.16),1 (0.52),1 (0.0),1 (0.0),1 (0.12),1 (0.12),1 (0.0),1 (0.32),1 (0.04),1 (0.28),1 (0.04),1 (0.04),1,"ELMO,Falcon,LLAMA","(1, 1, 1)",ELMO,TRUE,TRUE
1 (0.28),1 (0.48),1 (0.24),1 (0.32),1 (0.32),1 (0.04),1 (0.0),1 (0.04),1 (0.0),1 (0.16),1 (0.28),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1,"Falcon,Glove,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1)",Falcon,TRUE,TRUE
0 (0.0),0 (0.32),0 (0.04),0 (0.0),0 (0.0),0 (0.04),0 (0.0),0 (0.28),0 (0.08),0 (0.0),0 (0.0),0 (0.16),0 (0.2),0 (0.0),0 (0.0),0,"ALBERT,DistilBERT,ELECTRA,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.44),0 (0.32),0 (0.52),0 (0.44),1 (0.32),0 (0.2),1 (0.24),0 (0.2),0 (0.28),1 (0.48),1 (0.6),0 (0.24),1 (0.28),1 (0.2),1 (0.2),1,"ELMO,Fasttext,LLAMA3,MISTRAL","(0, 0, 1, 1)",LLAMA3,TRUE,TRUE
0 (0.2),1 (0.44),0 (0.36),0 (0.24),0 (0.24),0 (0.24),0 (0.04),0 (0.44),0 (0.28),0 (0.12),1 (0.36),0 (0.16),0 (0.44),0 (0.0),0 (0.0),0,"LLAMA3,MISTRAL","(0, 0)",LLAMA3,TRUE,TRUE
0 (0.48),0 (0.28),1 (0.28),1 (0.44),0 (0.52),0 (0.28),0 (0.0),0 (0.44),1 (0.2),0 (0.32),1 (0.24),0 (0.32),0 (0.32),0 (0.28),0 (0.28),0,Falcon,"(0,)",Falcon,TRUE,TRUE
1 (0.12),0 (0.36),0 (0.56),0 (0.64),0 (0.4),0 (0.28),0 (0.08),0 (0.16),0 (0.44),0 (0.2),0 (0.4),0 (0.08),0 (0.48),0 (0.04),0 (0.04),0,"LLAMA3,MISTRAL","(0, 0)",LLAMA3,TRUE,TRUE
1 (0.28),1 (0.64),1 (0.24),1 (0.12),1 (0.52),1 (0.0),1 (0.0),1 (0.12),1 (0.12),1 (0.0),1 (0.36),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1,"ELMO,Falcon,LLAMA,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.32),0 (0.6),0 (0.4),0 (0.36),0 (0.4),0 (0.28),0 (0.28),0 (0.4),0 (0.4),0 (0.32),0 (0.6),0 (0.36),0 (0.52),0 (0.24),0 (0.24),0,"LLAMA3,MISTRAL","(0, 0)",LLAMA3,TRUE,TRUE
0 (0.0),0 (0.32),0 (0.32),0 (0.24),0 (0.12),0 (0.08),0 (0.04),1 (0.24),1 (0.28),0 (0.28),0 (0.56),0 (0.16),1 (0.24),0 (0.28),0 (0.28),0,ALBERT,"(0,)",ALBERT,TRUE,TRUE
0 (0.08),0 (0.32),0 (0.32),0 (0.28),0 (0.12),0 (0.52),0 (0.0),0 (0.32),0 (0.44),0 (0.0),0 (0.04),0 (0.16),0 (0.0),0 (0.0),0 (0.0),0,"Falcon,LLAMA,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",Falcon,TRUE,TRUE
1 (0.4),1 (0.2),1 (0.6),1 (0.4),1 (0.48),1 (0.08),1 (0.12),1 (0.16),0 (0.08),1 (0.2),1 (0.12),1 (0.08),1 (0.44),1 (0.04),1 (0.04),1,"LLAMA3,MISTRAL","(1, 1)",LLAMA3,TRUE,TRUE
1 (0.16),1 (0.6),1 (0.52),1 (0.52),1 (0.44),0 (0.32),0 (0.0),1 (0.16),1 (0.4),0 (0.28),1 (0.44),1 (0.28),0 (0.4),1 (0.08),1 (0.08),0,Falcon,"(0,)",Falcon,TRUE,TRUE
1 (0.44),1 (0.36),1 (0.48),1 (0.12),1 (0.4),0 (0.12),1 (0.16),0 (0.2),1 (0.16),0 (0.24),1 (0.6),0 (0.32),1 (0.28),0 (0.32),0 (0.32),0,"DistilBERT,ELMO","(1, 0)",ELMO,TRUE,TRUE
0 (0.08),0 (0.16),0 (0.32),0 (0.28),1 (0.2),0 (0.12),0 (0.12),0 (0.32),0 (0.36),0 (0.2),0 (0.0),1 (0.32),0 (0.4),0 (0.04),0 (0.04),0,RoBERTa,"(0,)",RoBERTa,TRUE,TRUE
1 (0.52),1 (0.28),1 (0.32),1 (0.28),1 (0.44),1 (0.16),1 (0.12),1 (0.04),1 (0.16),1 (0.0),1 (0.12),1 (0.08),1 (0.28),1 (0.08),1 (0.08),1,LLAMA,"(1,)",LLAMA,TRUE,TRUE
1 (0.36),0 (0.48),0 (0.48),0 (0.4),0 (0.44),0 (0.44),0 (0.0),0 (0.36),0 (0.28),0 (0.04),0 (0.52),0 (0.28),0 (0.56),0 (0.0),0 (0.0),0,"Falcon,LLAMA3,MISTRAL","(0, 0, 0)",Falcon,TRUE,TRUE
1 (0.32),1 (0.44),1 (0.48),1 (0.36),1 (0.32),1 (0.0),1 (0.08),1 (0.0),1 (0.08),1 (0.04),1 (0.52),1 (0.0),1 (0.32),1 (0.04),1 (0.04),1,"ELMO,Fasttext,W2V","(1, 1, 1)",ELMO,TRUE,TRUE
0 (0.0),0 (0.04),1 (0.28),0 (0.44),0 (0.44),0 (0.32),0 (0.16),0 (0.0),0 (0.28),0 (0.28),0 (0.24),0 (0.04),0 (0.24),0 (0.32),0 (0.32),0,"ALBERT,Fasttext","(0, 0)",ALBERT,TRUE,TRUE
1 (0.52),1 (0.52),1 (0.48),1 (0.44),1 (0.6),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.44),1 (0.04),1 (0.44),1 (0.08),1 (0.08),1,"Falcon,Fasttext,Glove,LLAMA","(1, 1, 1, 1)",Falcon,TRUE,TRUE
0 (0.44),0 (0.52),0 (0.28),0 (0.28),0 (0.64),0 (0.32),0 (0.04),0 (0.28),0 (0.32),0 (0.04),0 (0.48),0 (0.12),0 (0.4),0 (0.0),0 (0.0),0,"LLAMA3,MISTRAL","(0, 0)",LLAMA3,TRUE,TRUE
1 (0.04),1 (0.36),1 (0.64),1 (0.44),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.24),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1,"ELECTRA,ELMO,Falcon,Fasttext,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",ELECTRA,TRUE,TRUE
1 (0.32),1 (0.12),1 (0.08),1 (0.32),1 (0.48),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.32),1 (0.0),1 (0.16),1 (0.0),1 (0.0),1,"ELMO,Falcon,Fasttext,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
1 (0.4),1 (0.48),1 (0.48),0 (0.48),0 (0.36),1 (0.0),1 (0.0),1 (0.0),1 (0.24),1 (0.0),1 (0.16),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1,"ELMO,Falcon,Fasttext,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
0 (0.44),1 (0.2),0 (0.16),0 (0.44),0 (0.12),1 (0.24),0 (0.04),0 (0.16),0 (0.24),1 (0.32),1 (0.28),0 (0.08),0 (0.28),0 (0.24),0 (0.24),0,Falcon,"(0,)",Falcon,TRUE,TRUE
0 (0.36),0 (0.2),0 (0.28),1 (0.28),0 (0.4),0 (0.4),0 (0.04),0 (0.48),0 (0.2),0 (0.12),0 (0.44),0 (0.52),0 (0.36),0 (0.04),0 (0.04),0,"Falcon,LLAMA3,MISTRAL","(0, 0, 0)",Falcon,TRUE,TRUE
0 (0.44),1 (0.4),1 (0.16),1 (0.12),1 (0.36),1 (0.0),1 (0.12),0 (0.2),0 (0.28),1 (0.08),1 (0.52),1 (0.0),1 (0.24),1 (0.12),1 (0.12),1,"ELMO,W2V","(1, 1)",ELMO,TRUE,TRUE
1 (0.56),0 (0.36),0 (0.48),0 (0.56),1 (0.32),1 (0.04),1 (0.36),0 (0.24),1 (0.4),0 (0.2),0 (0.36),1 (0.12),1 (0.24),0 (0.32),0 (0.32),1,ELMO,"(1,)",ELMO,TRUE,TRUE
0 (0.24),0 (0.4),0 (0.32),0 (0.28),0 (0.04),0 (0.36),0 (0.0),1 (0.16),0 (0.16),0 (0.24),0 (0.0),0 (0.16),0 (0.0),0 (0.0),0 (0.0),0,"Falcon,RoBERTa,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",Falcon,TRUE,TRUE
1 (0.24),0 (0.48),1 (0.36),0 (0.4),0 (0.24),1 (0.24),0 (0.0),1 (0.24),1 (0.28),0 (0.0),1 (0.12),1 (0.12),1 (0.44),0 (0.24),0 (0.24),0,"Falcon,LLAMA","(0, 0)",Falcon,TRUE,TRUE
0 (0.4),1 (0.48),1 (0.32),0 (0.52),0 (0.64),0 (0.2),0 (0.24),1 (0.0),0 (0.36),1 (0.28),0 (0.48),0 (0.2),0 (0.48),0 (0.12),0 (0.12),0,Fasttext,"(1,)",Fasttext,FALSE,TRUE
1 (0.52),0 (0.32),1 (0.12),1 (0.44),1 (0.16),0 (0.32),1 (0.08),1 (0.2),0 (0.12),1 (0.0),1 (0.32),1 (0.0),1 (0.36),1 (0.0),1 (0.0),1,"LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1)",LLAMA,TRUE,TRUE
1 (0.32),1 (0.36),1 (0.24),1 (0.28),1 (0.16),1 (0.12),1 (0.0),1 (0.08),1 (0.16),1 (0.0),1 (0.2),1 (0.08),1 (0.24),1 (0.0),1 (0.0),1,"Falcon,LLAMA,LLAMA3,MISTRAL","(1, 1, 1, 1)",Falcon,TRUE,TRUE
0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.28),1 (0.52),1 (0.48),1 (0.56),1 (0.4),0 (0.36),0 (0.0),1 (0.08),1 (0.2),0 (0.24),1 (0.44),1 (0.0),1 (0.16),1 (0.2),1 (0.2),0,"Falcon,W2V","(0, 1)",Falcon,TRUE,TRUE
0 (0.4),0 (0.36),0 (0.32),0 (0.12),0 (0.36),0 (0.0),0 (0.0),0 (0.0),0 (0.08),0 (0.0),0 (0.32),0 (0.08),0 (0.36),0 (0.0),0 (0.0),0,"ELMO,Falcon,Fasttext,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",ELMO,TRUE,TRUE
0 (0.6),0 (0.52),1 (0.24),0 (0.32),1 (0.44),1 (0.32),1 (0.36),1 (0.52),1 (0.28),1 (0.44),0 (0.32),0 (0.24),0 (0.56),0 (0.6),0 (0.6),1,"BERT,W2V","(1, 0)",BERT,TRUE,TRUE
0 (0.6),0 (0.44),0 (0.52),0 (0.36),1 (0.36),0 (0.04),0 (0.0),0 (0.24),0 (0.4),0 (0.08),0 (0.56),0 (0.12),0 (0.56),0 (0.08),0 (0.08),0,Falcon,"(0,)",Falcon,TRUE,TRUE
0 (0.24),0 (0.4),0 (0.28),0 (0.12),0 (0.0),0 (0.08),0 (0.0),0 (0.44),1 (0.36),0 (0.4),0 (0.12),0 (0.24),0 (0.36),0 (0.28),0 (0.28),0,"ELECTRA,Falcon","(0, 0)",ELECTRA,TRUE,TRUE
0 (0.64),0 (0.16),1 (0.28),1 (0.16),1 (0.48),0 (0.44),0 (0.16),0 (0.32),0 (0.08),0 (0.36),0 (0.4),0 (0.16),0 (0.2),0 (0.08),0 (0.08),0,"Glove,LLAMA3,MISTRAL","(0, 0, 0)",Glove,TRUE,TRUE
1 (0.28),1 (0.36),1 (0.28),1 (0.32),1 (0.44),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.48),1 (0.0),1 (0.32),1 (0.0),1 (0.0),1,"Falcon,Fasttext,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",Falcon,TRUE,TRUE
1 (0.6),1 (0.16),1 (0.4),1 (0.08),1 (0.28),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.4),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"ELMO,Falcon,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
0 (0.04),0 (0.16),0 (0.28),0 (0.16),0 (0.08),0 (0.08),0 (0.0),0 (0.08),1 (0.2),0 (0.0),0 (0.04),0 (0.32),1 (0.56),0 (0.04),0 (0.04),0,"Falcon,LLAMA","(0, 0)",Falcon,TRUE,TRUE
0 (0.12),0 (0.12),0 (0.52),0 (0.28),0 (0.0),0 (0.16),0 (0.0),0 (0.28),1 (0.36),0 (0.16),0 (0.2),0 (0.2),1 (0.48),0 (0.08),0 (0.08),0,"ELECTRA,Falcon","(0, 0)",ELECTRA,TRUE,TRUE
0 (0.08),0 (0.12),0 (0.12),0 (0.04),0 (0.0),0 (0.08),0 (0.0),0 (0.4),0 (0.36),0 (0.0),0 (0.0),0 (0.08),0 (0.0),0 (0.0),0 (0.0),0,"ELECTRA,Falcon,LLAMA,RoBERTa,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0)",ELECTRA,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.56),0 (0.44),0 (0.52),0 (0.36),0 (0.44),0 (0.32),0 (0.0),0 (0.2),0 (0.2),0 (0.16),0 (0.48),0 (0.16),0 (0.24),0 (0.2),0 (0.2),0,Falcon,"(0,)",Falcon,TRUE,TRUE
0 (0.04),0 (0.48),0 (0.4),0 (0.4),0 (0.12),0 (0.08),0 (0.0),0 (0.28),0 (0.28),0 (0.32),0 (0.0),0 (0.4),0 (0.32),0 (0.36),0 (0.36),0,"Falcon,RoBERTa","(0, 0)",Falcon,TRUE,TRUE
1 (0.24),0 (0.52),0 (0.4),0 (0.12),0 (0.04),0 (0.04),0 (0.0),0 (0.36),0 (0.04),0 (0.04),0 (0.2),0 (0.44),0 (0.12),0 (0.04),0 (0.04),0,Falcon,"(0,)",Falcon,TRUE,TRUE
1 (0.48),0 (0.36),0 (0.6),0 (0.48),0 (0.56),0 (0.04),0 (0.0),0 (0.04),0 (0.4),0 (0.04),0 (0.36),0 (0.0),0 (0.56),0 (0.0),0 (0.0),0,"Falcon,W2V,LLAMA3,MISTRAL","(0, 0, 0, 0)",Falcon,TRUE,TRUE
