ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Selected_view,Selected_cls,Prediction,Accuracy,Oracle_view
1 (0.04),1 (0.44),1 (0.0),1 (0.0),1 (0.32),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.08),1 (0.0),1 (0.32),1 (0.0),1 (0.0),1,"BERT,DistilBERT,ELMO,Falcon,Fasttext,LLAMA,W2V,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.16),0 (0.2),0 (0.04),0 (0.16),0 (0.2),0 (0.32),0 (0.08),0 (0.16),0 (0.08),0 (0.0),0 (0.04),0 (0.08),0 (0.04),0 (0.0),0 (0.12),0,"LLAMA,LLAMA3",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.28),0 (0.56),0 (0.24),0 (0.28),0 (0.36),0 (0.2),0 (0.08),0 (0.28),1 (0.36),0 (0.08),0 (0.2),0 (0.2),0 (0.28),0 (0.24),0 (0.2),0,"Falcon,LLAMA",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.36),1 (0.36),0 (0.32),0 (0.04),0 (0.08),0 (0.12),0 (0.04),0 (0.2),0 (0.36),0 (0.04),0 (0.28),0 (0.32),1 (0.36),0 (0.12),0 (0.08),0,"DistilBERT,Falcon,LLAMA",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
0 (0.12),0 (0.0),0 (0.0),0 (0.12),0 (0.32),0 (0.12),0 (0.32),0 (0.24),0 (0.32),0 (0.28),0 (0.0),0 (0.12),0 (0.24),0 (0.32),0 (0.24),0,"BART,BERT,RoBERTa",BART,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
1 (0.24),1 (0.28),1 (0.04),1 (0.24),0 (0.08),1 (0.04),1 (0.0),1 (0.04),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.12),0 (0.28),1 (0.28),0 (0.24),0 (0.4),1 (0.16),0 (0.0),0 (0.36),0 (0.4),0 (0.12),1 (0.48),0 (0.08),1 (0.28),0 (0.04),0 (0.0),0,"Falcon,MISTRAL",Falcon,"KNN, LR, MLP, NB, RF, XGBoost","(0, 0)",TRUE,TRUE
1 (0.6),0 (0.44),1 (0.48),1 (0.48),1 (0.2),1 (0.28),1 (0.08),1 (0.08),1 (0.2),1 (0.08),1 (0.48),1 (0.04),1 (0.24),1 (0.0),1 (0.16),1,LLAMA3,LLAMA3,"AdaBoost, KNN, LR, MLP, RF, SVM, XGBoost","(1,)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.0),0 (0.44),0 (0.24),0 (0.0),0 (0.04),0 (0.04),0 (0.0),0 (0.12),0 (0.12),0 (0.12),0 (0.12),0 (0.04),0 (0.32),0 (0.0),0 (0.0),0,"ALBERT,DistilBERT,Falcon,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.4),1 (0.16),0 (0.68),1 (0.16),0 (0.08),0 (0.16),1 (0.04),1 (0.32),0 (0.36),1 (0.12),1 (0.4),0 (0.2),0 (0.32),1 (0.04),1 (0.0),0,MISTRAL,MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1,)",FALSE,TRUE
0 (0.24),0 (0.16),0 (0.2),0 (0.36),0 (0.36),0 (0.0),0 (0.28),0 (0.0),0 (0.0),0 (0.12),0 (0.12),0 (0.04),0 (0.0),0 (0.28),0 (0.2),0,"ELMO,Fasttext,Glove,XLNET",ELMO,"BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost","(0, 0, 0, 0)",TRUE,TRUE
0 (0.12),0 (0.08),0 (0.52),0 (0.44),0 (0.12),0 (0.04),0 (0.04),0 (0.04),1 (0.2),0 (0.04),0 (0.08),0 (0.24),0 (0.32),0 (0.2),0 (0.12),0,"ELMO,Falcon,Fasttext,LLAMA",ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0)",TRUE,TRUE
1 (0.32),1 (0.04),1 (0.08),1 (0.04),1 (0.12),0 (0.28),1 (0.32),1 (0.4),0 (0.24),1 (0.56),1 (0.04),1 (0.36),0 (0.08),0 (0.36),1 (0.28),1,"BART,DistilBERT,RoBERTa",BART,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1)",TRUE,TRUE
0 (0.16),0 (0.08),0 (0.0),0 (0.0),0 (0.2),0 (0.0),0 (0.0),0 (0.0),0 (0.2),0 (0.04),0 (0.04),0 (0.04),0 (0.12),0 (0.0),0 (0.0),0,"BERT,DistilBERT,ELMO,Falcon,Fasttext,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.36),1 (0.28),1 (0.32),1 (0.2),0 (0.04),1 (0.2),1 (0.0),1 (0.16),0 (0.04),1 (0.12),0 (0.16),1 (0.2),1 (0.32),1 (0.0),1 (0.0),1,"Falcon,LLAMA3,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1)",TRUE,TRUE
1 (0.08),1 (0.32),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.12),1 (0.16),1 (0.0),1 (0.08),1 (0.2),1 (0.24),0 (0.0),1 (0.0),1 (0.08),1 (0.32),1 (0.24),1 (0.12),0 (0.12),1 (0.24),1 (0.04),1,"BERT,Falcon,Fasttext",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 0, 1)",TRUE,TRUE
1 (0.32),1 (0.32),1 (0.0),1 (0.08),1 (0.16),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.04),1 (0.12),1 (0.2),1 (0.0),1 (0.0),1,"BERT,ELMO,Falcon,Glove,LLAMA,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.16),0 (0.08),0 (0.24),0 (0.0),0 (0.4),0 (0.48),0 (0.16),0 (0.16),0 (0.4),0 (0.4),0 (0.44),0 (0.52),0 (0.24),0 (0.24),0 (0.16),0,DistilBERT,DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.0),1 (0.36),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.16),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.16),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.28),1 (0.72),1 (0.0),1 (0.0),1 (0.28),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.52),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"BERT,DistilBERT,Falcon,Fasttext,Glove,LLAMA,W2V,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.04),1 (0.2),1 (0.08),1 (0.0),1 (0.04),1 (0.28),1 (0.0),1 (0.28),1 (0.32),1 (0.0),1 (0.0),1 (0.08),1 (0.24),1 (0.0),1 (0.0),1,"DistilBERT,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.0),0 (0.12),0 (0.0),0 (0.2),0 (0.28),0 (0.0),0 (0.0),0 (0.16),0 (0.08),0 (0.0),0 (0.0),0 (0.04),0 (0.28),0 (0.0),0 (0.0),0,"ALBERT,BERT,ELMO,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.16),1 (0.48),1 (0.2),1 (0.2),1 (0.44),1 (0.16),1 (0.0),1 (0.48),1 (0.32),1 (0.28),1 (0.16),1 (0.08),1 (0.04),1 (0.2),1 (0.04),1,Falcon,Falcon,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
0 (0.16),0 (0.52),0 (0.16),0 (0.04),0 (0.12),0 (0.08),0 (0.0),0 (0.04),0 (0.04),0 (0.0),0 (0.24),0 (0.0),0 (0.16),0 (0.0),0 (0.0),0,"Falcon,LLAMA,W2V,LLAMA3,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.48),0 (0.52),1 (0.36),0 (0.28),1 (0.4),0 (0.28),0 (0.28),0 (0.52),0 (0.64),0 (0.28),0 (0.48),0 (0.44),1 (0.28),0 (0.36),0 (0.28),1,"DistilBERT,ELMO,Falcon,LLAMA,XLNET,MISTRAL",XLNET,"BiLSTM, CNN","(0, 0, 0, 0, 1, 0)",TRUE,TRUE
0 (0.44),0 (0.12),1 (0.12),0 (0.36),1 (0.52),0 (0.32),0 (0.36),0 (0.4),0 (0.36),0 (0.32),0 (0.56),0 (0.48),0 (0.48),0 (0.36),0 (0.4),1,"BART,BERT",BERT,"BiLSTM, CNN, KNN, NB, RF, SVM, XGBoost","(0, 1)",TRUE,TRUE
0 (0.08),0 (0.16),0 (0.2),0 (0.08),0 (0.32),0 (0.28),0 (0.12),0 (0.24),0 (0.2),0 (0.08),0 (0.28),0 (0.0),0 (0.48),0 (0.04),0 (0.0),0,"W2V,MISTRAL",W2V,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.0),0 (0.48),0 (0.12),0 (0.04),0 (0.36),0 (0.0),0 (0.0),0 (0.12),0 (0.36),0 (0.0),0 (0.0),0 (0.04),0 (0.36),0 (0.0),0 (0.0),0,"ALBERT,ELMO,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.24),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,LLAMA,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,LLAMA,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.36),1 (0.36),1 (0.16),1 (0.4),1 (0.2),1 (0.44),1 (0.08),1 (0.16),0 (0.4),1 (0.2),1 (0.4),1 (0.24),1 (0.52),1 (0.04),1 (0.0),1,MISTRAL,MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
0 (0.52),0 (0.16),0 (0.56),0 (0.32),0 (0.32),0 (0.16),1 (0.12),0 (0.4),1 (0.44),1 (0.12),0 (0.2),0 (0.16),1 (0.4),1 (0.12),1 (0.04),0,MISTRAL,MISTRAL,"BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost","(1,)",FALSE,TRUE
0 (0.0),0 (0.24),0 (0.0),0 (0.04),0 (0.36),0 (0.0),0 (0.0),0 (0.0),0 (0.2),0 (0.0),0 (0.04),0 (0.12),0 (0.28),0 (0.0),0 (0.0),0,"ALBERT,BERT,ELMO,Falcon,Fasttext,LLAMA,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0, 0, 0)",TRUE,TRUE
0 (0.12),0 (0.2),0 (0.24),0 (0.2),0 (0.4),0 (0.08),0 (0.2),0 (0.16),0 (0.36),0 (0.12),1 (0.04),0 (0.08),0 (0.48),0 (0.24),0 (0.2),0,RoBERTa,RoBERTa,"KNN, MLP, NB","(1,)",FALSE,TRUE
1 (0.28),1 (0.2),1 (0.12),0 (0.24),0 (0.28),1 (0.16),1 (0.04),0 (0.56),1 (0.28),1 (0.36),0 (0.32),1 (0.52),1 (0.4),1 (0.12),1 (0.12),1,Falcon,Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
1 (0.04),1 (0.72),1 (0.0),1 (0.24),1 (0.0),1 (0.08),1 (0.12),1 (0.32),0 (0.36),1 (0.04),1 (0.04),1 (0.2),1 (0.2),1 (0.2),1 (0.24),1,"BERT,ELECTRA",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1)",TRUE,TRUE
0 (0.4),0 (0.16),0 (0.0),0 (0.0),0 (0.2),0 (0.0),0 (0.36),0 (0.32),0 (0.08),0 (0.36),0 (0.28),0 (0.0),0 (0.04),0 (0.6),0 (0.4),0,"BERT,DistilBERT,ELMO,W2V",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0)",TRUE,TRUE
0 (0.16),0 (0.32),0 (0.24),0 (0.0),0 (0.32),0 (0.0),0 (0.24),0 (0.32),0 (0.36),0 (0.08),0 (0.04),0 (0.04),0 (0.2),0 (0.12),0 (0.12),0,"DistilBERT,ELMO",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.32),1 (0.36),0 (0.16),0 (0.08),0 (0.48),0 (0.36),0 (0.28),0 (0.36),1 (0.52),0 (0.0),0 (0.0),0 (0.2),0 (0.56),0 (0.04),0 (0.08),0,"LLAMA,RoBERTa",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,Falcon,Fasttext,Glove,LLAMA,W2V,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.36),1 (0.36),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.16),1 (0.4),1 (0.0),1 (0.0),1 (0.04),1 (0.04),1 (0.0),1 (0.0),1,"BERT,DistilBERT,ELMO,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.08),1 (0.12),1 (0.2),1 (0.12),1 (0.0),1 (0.04),0 (0.16),1 (0.12),1 (0.08),0 (0.08),1 (0.08),1 (0.28),1 (0.36),1 (0.08),0 (0.24),0,ELECTRA,ELECTRA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1,)",FALSE,TRUE
0 (0.56),0 (0.36),0 (0.32),0 (0.36),0 (0.16),0 (0.36),0 (0.04),0 (0.28),0 (0.32),0 (0.0),0 (0.16),0 (0.2),0 (0.44),0 (0.0),0 (0.0),0,"LLAMA,LLAMA3,MISTRAL",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
0 (0.36),0 (0.24),0 (0.28),1 (0.12),0 (0.24),1 (0.4),0 (0.0),0 (0.12),1 (0.32),0 (0.0),0 (0.48),1 (0.48),1 (0.4),0 (0.04),0 (0.0),0,"Falcon,LLAMA,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
1 (0.08),1 (0.16),1 (0.08),1 (0.12),1 (0.04),1 (0.28),1 (0.12),1 (0.0),1 (0.0),1 (0.04),1 (0.08),1 (0.0),1 (0.44),1 (0.04),1 (0.0),1,"Fasttext,Glove,W2V,MISTRAL",Fasttext,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1)",TRUE,TRUE
0 (0.12),0 (0.24),0 (0.04),0 (0.04),0 (0.28),0 (0.08),0 (0.08),0 (0.52),0 (0.12),0 (0.04),0 (0.2),0 (0.04),0 (0.16),0 (0.0),0 (0.0),0,"LLAMA3,MISTRAL",LLAMA3,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.2),1 (0.4),1 (0.12),1 (0.28),1 (0.04),1 (0.08),1 (0.0),1 (0.36),1 (0.56),1 (0.0),1 (0.28),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1,"Falcon,LLAMA,W2V,LLAMA3,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.16),0 (0.36),0 (0.0),0 (0.04),0 (0.12),0 (0.0),0 (0.2),0 (0.08),0 (0.08),0 (0.0),0 (0.2),0 (0.04),0 (0.08),0 (0.16),0 (0.08),0,"BERT,ELMO,LLAMA",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
0 (0.44),0 (0.52),0 (0.2),0 (0.24),0 (0.2),0 (0.2),0 (0.0),0 (0.32),0 (0.2),0 (0.04),0 (0.0),0 (0.24),0 (0.24),0 (0.0),0 (0.0),0,"Falcon,RoBERTa,LLAMA3,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0)",TRUE,TRUE
0 (0.28),1 (0.32),1 (0.28),1 (0.32),1 (0.0),1 (0.08),1 (0.24),1 (0.2),1 (0.24),0 (0.04),1 (0.36),1 (0.36),1 (0.28),1 (0.04),1 (0.32),1,ELECTRA,ELECTRA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
1 (0.0),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.28),1 (0.36),1 (0.0),1 (0.12),1 (0.16),1 (0.44),1 (0.0),1 (0.04),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.56),1 (0.0),1 (0.0),1,"BERT,Falcon,Glove,RoBERTa,W2V,LLAMA3,MISTRAL",BERT,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.6),1 (0.0),1 (0.0),1 (0.36),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.04),1 (0.0),1 (0.44),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Fasttext,LLAMA,W2V,LLAMA3,MISTRAL",ALBERT,"BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.24),0 (0.08),0 (0.0),0 (0.24),0 (0.4),0 (0.16),0 (0.16),0 (0.16),0 (0.0),0 (0.24),0 (0.16),0 (0.12),0 (0.12),0 (0.2),0 (0.12),0,"BERT,Glove",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.0),1 (0.08),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"ALBERT,BERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.04),1 (0.2),0 (0.0),1 (0.0),0 (0.2),1 (0.24),1 (0.0),0 (0.32),1 (0.24),1 (0.0),1 (0.08),1 (0.24),1 (0.32),1 (0.04),1 (0.0),1,"BERT,DistilBERT,Falcon,LLAMA,MISTRAL",DistilBERT,"BiLSTM, CNN, KNN, LR, MLP, SVM","(0, 1, 1, 1, 1)",TRUE,TRUE
0 (0.0),0 (0.48),0 (0.04),0 (0.08),0 (0.36),0 (0.12),0 (0.04),0 (0.0),0 (0.24),0 (0.04),0 (0.32),0 (0.24),0 (0.28),0 (0.04),0 (0.08),0,"ALBERT,Fasttext",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.48),1 (0.08),1 (0.2),1 (0.12),1 (0.36),1 (0.36),1 (0.08),1 (0.16),1 (0.32),1 (0.04),1 (0.08),1 (0.12),1 (0.36),1 (0.16),1 (0.04),1,"LLAMA,MISTRAL",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1)",TRUE,TRUE
0 (0.4),0 (0.2),0 (0.12),0 (0.48),0 (0.24),0 (0.16),0 (0.28),0 (0.4),0 (0.6),0 (0.16),0 (0.04),0 (0.52),0 (0.24),0 (0.44),0 (0.2),0,RoBERTa,RoBERTa,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost","(0,)",TRUE,TRUE
0 (0.32),0 (0.32),0 (0.2),1 (0.2),0 (0.0),1 (0.32),0 (0.36),1 (0.28),1 (0.4),0 (0.0),0 (0.12),0 (0.2),0 (0.52),0 (0.28),0 (0.2),0,"ELECTRA,LLAMA",ELECTRA,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.32),1 (0.24),1 (0.04),1 (0.08),1 (0.2),1 (0.24),1 (0.0),1 (0.0),1 (0.12),1 (0.16),1 (0.0),1 (0.4),1 (0.2),1 (0.2),1 (0.36),1,"Falcon,Fasttext,RoBERTa",Falcon,"KNN, LR","(1, 1, 1)",TRUE,TRUE
