ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected_view,Selected_cls,Accuracy,Oracle_view
5 (0.88),4 (0.88),5 (0.88),5 (0.88),1 (0.96),5 (0.8),0 (0.88),1 (0.76),1 (0.8),5 (0.88),1 (0.68),0 (0.84),0 (0.88),1 (0.8),0 (0.84),2,RoBERTa,"(1,)",RoBERTa,"BiLSTM, CNN, KNN, LR, SVM",FALSE,FALSE
0 (0.76),4 (0.92),4 (0.84),4 (0.8),3 (0.84),3 (0.68),4 (0.8),4 (0.88),4 (0.8),4 (0.68),4 (0.68),4 (0.84),1 (0.8),2 (0.84),2 (0.76),5,"ELMO,LLAMA,RoBERTa","(3, 4, 4)",RoBERTa,KNN,FALSE,FALSE
0 (0.84),4 (0.8),4 (0.68),1 (0.68),1 (0.84),2 (0.72),2 (0.68),2 (0.68),2 (0.84),2 (0.76),1 (0.96),2 (0.8),1 (0.88),2 (0.8),1 (0.72),0,"BERT,DistilBERT,Falcon,Fasttext","(4, 1, 2, 2)",DistilBERT,"BiLSTM, CNN, RF",FALSE,TRUE
0 (0.92),3 (0.84),4 (0.64),0 (0.72),1 (0.68),5 (0.72),1 (0.96),0 (0.76),1 (0.84),1 (1.0),0 (0.8),1 (0.88),3 (0.96),0 (0.92),3 (0.92),2,BERT,"(4,)",BERT,"BiLSTM, CNN, KNN, NB, SVM",FALSE,FALSE
2 (0.8),1 (0.64),4 (0.76),3 (0.84),3 (0.84),3 (0.8),1 (0.72),4 (0.84),3 (0.8),5 (0.76),1 (0.84),1 (0.64),3 (0.72),1 (0.68),5 (0.64),4,"BART,W2V,MISTRAL","(1, 1, 5)",W2V,"AdaBoost, KNN, LR, RF, SVM, XGBoost",FALSE,TRUE
2 (0.84),4 (0.88),3 (0.88),1 (0.72),1 (0.92),1 (0.76),2 (0.84),3 (0.76),3 (0.84),3 (0.64),3 (0.76),3 (0.92),3 (0.76),3 (0.8),0 (0.76),2,LLAMA,"(3,)",LLAMA,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
1 (0.84),3 (0.76),1 (0.88),2 (0.84),3 (0.84),2 (0.84),1 (0.8),1 (0.88),1 (0.72),0 (0.72),3 (0.8),1 (0.84),1 (0.84),1 (0.92),1 (0.8),2,"Glove,LLAMA","(1, 0)",LLAMA,"BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",FALSE,TRUE
4 (0.68),4 (0.68),4 (0.8),5 (0.8),4 (0.76),4 (0.96),4 (0.8),4 (0.64),3 (0.8),4 (0.84),4 (0.8),5 (0.72),4 (0.8),3 (0.8),3 (0.84),2,Fasttext,"(4,)",Fasttext,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, SVM, XGBoost",FALSE,FALSE
3 (0.76),4 (0.96),1 (0.92),3 (0.64),2 (0.84),2 (0.76),3 (0.8),2 (0.68),1 (0.6),3 (0.84),3 (0.8),2 (0.88),2 (0.72),3 (0.76),3 (0.72),2,Glove,"(1,)",Glove,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
1 (0.92),4 (0.96),1 (0.84),1 (1.0),3 (0.76),5 (0.8),1 (0.84),4 (0.84),3 (0.8),1 (0.88),1 (0.92),3 (0.8),1 (0.76),4 (0.96),1 (0.84),3,"ELECTRA,XLNET","(3, 1)",ELECTRA,"BiLSTM, CNN, LR, NB, SVM, XGBoost",TRUE,TRUE
1 (0.88),1 (0.88),1 (0.92),1 (0.84),1 (0.8),1 (0.96),0 (0.64),1 (0.8),3 (0.72),0 (0.84),0 (0.68),1 (0.88),5 (0.68),1 (0.72),1 (0.8),5,Falcon,"(0,)",Falcon,"BiLSTM, CNN, KNN, RF, SVM",FALSE,TRUE
4 (0.84),1 (0.88),4 (0.92),4 (0.84),4 (0.76),4 (0.84),5 (0.8),4 (0.8),4 (0.68),4 (0.64),5 (0.88),4 (0.84),4 (0.84),4 (0.76),5 (0.88),1,LLAMA,"(4,)",LLAMA,"AdaBoost, KNN, LR, RF, SVM, XGBoost",FALSE,TRUE
4 (0.8),4 (0.84),5 (0.76),3 (0.84),1 (0.72),1 (0.72),1 (0.88),4 (0.8),1 (0.88),1 (0.76),1 (0.72),4 (0.84),5 (0.8),3 (0.88),1 (0.84),2,"ELECTRA,ELMO,RoBERTa","(1, 1, 1)",ELMO,"LR, MLP, NB, XGBoost",FALSE,FALSE
5 (0.88),1 (0.88),2 (0.88),1 (0.64),3 (0.6),4 (0.6),0 (0.6),3 (0.76),1 (0.88),0 (0.8),1 (0.76),0 (0.72),1 (0.8),0 (0.6),0 (0.64),0,"ELECTRA,ELMO,Falcon,LLAMA3","(3, 4, 0, 0)",Falcon,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM",TRUE,TRUE
3 (0.96),1 (0.72),0 (0.8),0 (0.88),0 (0.76),1 (0.72),1 (0.8),1 (0.84),1 (0.92),0 (0.88),1 (0.8),1 (0.88),1 (0.88),1 (0.8),1 (0.8),0,"BART,ELMO","(1, 1)",ELMO,"BiLSTM, CNN, KNN, LR, MLP, NB, XGBoost",FALSE,TRUE
4 (0.8),4 (0.88),4 (0.84),4 (0.84),4 (0.72),5 (0.84),4 (0.76),4 (0.92),3 (0.84),2 (0.84),1 (0.72),3 (0.92),0 (0.92),5 (0.8),4 (0.8),5,"ELECTRA,RoBERTa","(4, 1)",RoBERTa,"AdaBoost, BiLSTM, CNN, KNN, MLP, RF, XGBoost",FALSE,TRUE
4 (0.84),2 (0.76),2 (0.68),4 (1.0),4 (0.84),1 (0.84),3 (0.76),4 (0.84),4 (0.88),3 (0.72),3 (0.8),4 (0.92),4 (0.76),4 (0.76),3 (0.64),5,MISTRAL,"(3,)",MISTRAL,"KNN, LR",FALSE,FALSE
3 (0.72),3 (0.8),1 (0.88),5 (0.76),2 (0.8),4 (0.64),3 (0.64),4 (0.84),4 (0.88),3 (0.76),3 (0.8),4 (0.76),3 (0.64),3 (0.88),3 (0.88),5,"ELMO,Falcon,XLNET","(4, 3, 3)",ELMO,"BiLSTM, CNN, KNN, MLP, NB, RF, SVM",FALSE,TRUE
3 (0.76),3 (0.84),1 (0.72),1 (0.8),3 (0.84),2 (0.84),1 (0.36),3 (0.76),3 (0.92),2 (0.64),3 (0.8),1 (0.64),3 (0.96),2 (0.6),2 (0.56),2,Falcon,"(1,)",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, XGBoost",FALSE,TRUE
3 (0.84),2 (0.84),3 (0.68),1 (0.72),4 (0.68),1 (0.88),3 (0.64),1 (0.84),1 (0.8),4 (0.76),3 (0.84),1 (0.92),3 (0.56),3 (0.88),3 (0.68),4,XLNET,"(3,)",XLNET,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",FALSE,TRUE
5 (0.84),5 (0.64),5 (0.8),5 (0.76),4 (0.84),5 (0.92),5 (0.72),5 (0.8),4 (0.76),5 (0.84),5 (0.84),5 (0.76),3 (0.8),4 (0.8),4 (0.76),5,BART,"(5,)",BART,"AdaBoost, KNN, MLP, NB, RF, XGBoost",TRUE,TRUE
2 (0.88),3 (0.68),3 (0.88),3 (0.76),1 (0.88),3 (0.76),3 (0.64),3 (0.76),3 (0.76),3 (0.8),3 (0.88),3 (0.68),3 (0.88),3 (0.76),3 (0.84),5,Falcon,"(3,)",Falcon,"AdaBoost, BiLSTM, CNN, LR, MLP, SVM, XGBoost",FALSE,FALSE
3 (0.92),1 (0.84),1 (0.88),1 (0.84),3 (0.72),1 (0.96),1 (0.8),1 (0.72),1 (0.8),1 (0.84),1 (0.76),1 (0.8),1 (0.88),1 (0.72),1 (0.88),0,"ELECTRA,Fasttext,LLAMA3","(3, 1, 1)",LLAMA3,RF,FALSE,FALSE
2 (0.88),3 (0.76),1 (0.84),3 (0.92),3 (0.72),1 (0.72),4 (0.88),1 (0.8),2 (0.72),1 (0.76),1 (0.72),1 (0.8),1 (0.84),4 (0.8),4 (0.92),1,"ELECTRA,ELMO,Glove,RoBERTa","(3, 1, 2, 1)",ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, SVM, XGBoost",TRUE,TRUE
4 (0.72),1 (0.92),1 (0.8),4 (0.88),1 (0.96),4 (0.84),5 (0.88),1 (0.8),4 (0.6),4 (0.68),5 (0.88),1 (0.76),1 (0.68),4 (0.76),4 (0.92),3,Glove,"(4,)",Glove,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, SVM, XGBoost",FALSE,FALSE
1 (0.88),1 (0.96),5 (0.92),0 (0.84),1 (0.76),1 (0.88),4 (0.76),4 (0.84),1 (0.64),1 (0.8),3 (0.92),2 (0.88),3 (0.76),4 (0.88),1 (0.88),4,Glove,"(1,)",Glove,"BiLSTM, CNN, KNN, LR, MLP, RF, SVM",FALSE,TRUE
5 (0.76),3 (0.84),3 (0.76),4 (0.68),3 (0.88),4 (0.88),3 (0.8),4 (0.68),3 (0.68),3 (0.72),3 (0.68),4 (0.92),1 (0.8),3 (0.72),3 (0.64),1,MISTRAL,"(3,)",MISTRAL,"BiLSTM, CNN, KNN, MLP, NB, SVM, XGBoost",FALSE,TRUE
3 (0.76),4 (0.8),3 (0.72),3 (0.72),3 (0.88),4 (0.84),4 (0.8),3 (0.6),4 (0.92),5 (0.92),3 (0.76),1 (0.96),3 (0.76),3 (0.6),3 (0.64),1,"Fasttext,LLAMA3","(3, 3)",Fasttext,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
2 (0.84),3 (0.8),1 (0.8),3 (0.84),3 (0.84),1 (0.8),1 (0.64),2 (0.84),2 (0.88),2 (0.88),1 (0.76),3 (0.92),3 (0.84),2 (0.92),1 (0.84),3,Falcon,"(1,)",Falcon,"AdaBoost, KNN, LR, MLP, SVM, XGBoost",FALSE,TRUE
5 (0.76),4 (0.68),5 (0.88),5 (0.6),3 (0.84),5 (0.92),5 (0.72),5 (0.72),4 (0.8),5 (0.84),5 (0.68),5 (0.76),4 (0.64),5 (0.64),5 (0.76),5,DistilBERT,"(5,)",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
5 (0.84),5 (0.76),4 (0.92),5 (0.84),4 (0.84),4 (0.72),4 (0.88),4 (0.64),4 (0.68),4 (0.88),4 (0.88),4 (0.8),5 (0.92),5 (0.84),4 (0.88),1,Fasttext,"(4,)",Fasttext,"AdaBoost, BiLSTM, CNN, KNN, NB, RF, XGBoost",FALSE,FALSE
3 (0.8),3 (0.68),4 (0.8),4 (0.68),2 (0.88),4 (0.76),1 (0.84),4 (0.6),3 (0.88),1 (0.84),1 (0.84),4 (0.92),2 (0.8),1 (0.8),1 (0.92),1,Fasttext,"(4,)",Fasttext,"KNN, LR, NB, SVM",FALSE,TRUE
1 (0.52),1 (0.64),1 (0.6),1 (0.56),1 (0.52),1 (0.72),1 (0.72),1 (0.68),1 (0.68),1 (0.64),1 (0.52),1 (0.6),1 (0.48),1 (0.6),1 (0.56),5,XLNET,"(1,)",XLNET,"AdaBoost, BiLSTM, CNN, KNN, LR, NB, RF, SVM, XGBoost",FALSE,FALSE
1 (0.72),4 (0.76),3 (0.92),1 (0.84),3 (0.88),2 (0.76),1 (0.8),5 (0.88),1 (0.88),5 (0.84),3 (0.8),0 (0.72),1 (0.88),1 (0.84),2 (0.68),5,MISTRAL,"(2,)",MISTRAL,"KNN, XGBoost",FALSE,TRUE
1 (0.92),4 (0.72),3 (0.84),3 (0.84),5 (0.84),5 (0.72),4 (0.64),4 (0.84),4 (0.64),4 (0.88),4 (0.72),4 (0.6),1 (0.8),4 (0.88),4 (0.88),1,W2V,"(4,)",W2V,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
0 (0.8),1 (0.6),3 (0.56),3 (0.84),1 (0.72),2 (0.88),3 (0.84),5 (0.76),1 (0.76),3 (0.52),3 (0.88),3 (0.8),1 (0.76),1 (0.76),3 (0.76),3,LLAMA,"(3,)",LLAMA,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
1 (0.88),1 (0.72),4 (0.92),1 (0.84),4 (0.88),1 (0.84),3 (0.84),1 (0.72),3 (0.8),1 (0.96),1 (0.72),1 (0.84),2 (0.88),1 (0.76),2 (0.76),1,"BART,Fasttext,RoBERTa","(1, 1, 1)",BART,"BiLSTM, CNN, KNN, LR, MLP",TRUE,TRUE
3 (0.72),3 (0.76),4 (0.76),4 (0.6),3 (0.76),4 (0.52),4 (0.76),1 (0.8),5 (0.76),4 (0.88),4 (0.8),4 (0.68),3 (0.84),4 (0.84),4 (0.76),1,ELMO,"(4,)",ELMO,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
0 (0.76),1 (0.88),2 (0.64),2 (0.8),4 (0.8),5 (0.8),2 (0.8),1 (0.8),1 (0.92),1 (0.88),3 (0.8),5 (0.92),1 (0.76),1 (0.92),3 (0.92),2,BERT,"(2,)",BERT,"KNN, SVM",TRUE,TRUE
4 (0.84),4 (0.76),3 (0.88),4 (0.84),1 (0.88),4 (0.88),4 (0.84),4 (0.76),4 (0.72),4 (0.84),5 (0.72),4 (0.72),1 (0.84),4 (0.64),4 (0.76),2,LLAMA3,"(4,)",LLAMA3,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,FALSE
3 (0.8),1 (0.88),3 (0.84),4 (0.84),1 (0.88),2 (0.8),3 (0.68),1 (0.76),3 (0.8),3 (0.68),3 (0.8),1 (0.84),1 (0.84),3 (0.76),2 (0.92),2,"Falcon,LLAMA","(3, 3)",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
3 (0.56),2 (0.52),5 (0.56),3 (0.68),3 (0.84),3 (0.68),3 (0.6),3 (0.64),3 (0.68),3 (0.64),3 (0.64),3 (0.64),3 (0.8),3 (0.56),3 (0.52),3,"BART,MISTRAL","(2, 3)",MISTRAL,"KNN, LR, NB, RF, XGBoost",TRUE,TRUE
1 (0.8),1 (0.8),3 (0.72),3 (0.64),1 (0.88),3 (0.72),4 (0.72),3 (0.6),3 (0.92),5 (0.84),5 (0.92),3 (0.84),2 (0.76),3 (0.64),1 (0.8),5,Fasttext,"(3,)",Fasttext,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM",FALSE,TRUE
4 (0.72),4 (0.84),4 (0.72),4 (0.76),4 (0.84),4 (0.76),4 (0.76),4 (0.72),4 (0.72),4 (0.8),5 (0.76),4 (0.76),4 (0.84),4 (0.72),4 (0.72),3,"ALBERT,BERT,Fasttext,Glove,LLAMA3,MISTRAL","(4, 4, 4, 4, 4, 4)",MISTRAL,"BiLSTM, CNN, KNN, MLP, NB, RF, SVM, XGBoost",FALSE,FALSE
4 (0.84),5 (0.72),4 (0.68),3 (0.76),4 (0.96),1 (0.92),4 (0.68),4 (0.72),4 (0.76),4 (0.68),4 (0.84),4 (0.84),1 (0.72),4 (0.72),4 (0.72),0,"BERT,Falcon,LLAMA","(4, 4, 4)",BERT,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,FALSE
1 (0.68),0 (0.72),2 (0.88),4 (0.68),1 (0.72),1 (0.76),2 (0.96),3 (0.84),3 (0.96),3 (0.92),2 (0.76),2 (0.52),1 (0.84),2 (0.72),2 (0.92),3,W2V,"(2,)",W2V,"BiLSTM, CNN, LR, MLP, SVM",FALSE,TRUE
2 (0.72),4 (0.84),0 (0.8),1 (0.88),3 (0.76),5 (0.84),4 (0.84),5 (0.68),0 (0.72),3 (0.6),1 (0.84),4 (0.8),4 (0.76),4 (0.72),4 (0.68),4,LLAMA,"(3,)",LLAMA,"BiLSTM, CNN, LR, MLP, RF, SVM, XGBoost",FALSE,TRUE
0 (0.84),1 (0.72),0 (0.8),1 (0.8),1 (0.8),1 (0.8),2 (0.88),2 (0.88),1 (0.88),2 (0.8),2 (0.8),2 (0.8),3 (0.84),2 (0.88),1 (0.92),5,BART,"(1,)",BART,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",FALSE,FALSE
1 (0.88),4 (0.76),4 (0.8),1 (0.72),3 (0.8),1 (0.84),5 (0.92),0 (0.76),1 (0.92),1 (0.8),1 (0.88),4 (1.0),1 (0.84),2 (0.8),0 (0.88),2,DistilBERT,"(1,)",DistilBERT,"BiLSTM, CNN, LR, SVM, XGBoost",FALSE,TRUE
2 (0.76),3 (0.72),3 (0.92),3 (0.8),1 (0.88),4 (0.84),2 (0.8),3 (0.84),3 (0.88),1 (0.8),2 (0.88),2 (0.8),4 (0.84),3 (0.84),2 (0.88),4,BART,"(3,)",BART,"LR, MLP, XGBoost",FALSE,TRUE
1 (0.76),4 (0.76),5 (0.88),1 (0.76),2 (0.8),1 (0.84),1 (0.92),1 (0.84),1 (0.92),1 (0.68),1 (0.8),1 (0.68),1 (0.8),1 (0.8),1 (0.72),0,"LLAMA,W2V","(1, 1)",W2V,"BiLSTM, CNN, KNN, MLP, RF, XGBoost",FALSE,FALSE
5 (0.72),0 (0.92),5 (0.8),5 (0.84),4 (0.68),4 (0.76),4 (0.88),4 (0.76),4 (0.88),1 (0.76),4 (0.76),5 (0.84),4 (0.8),4 (0.76),1 (0.84),5,ELECTRA,"(4,)",ELECTRA,"BiLSTM, CNN, LR, MLP, NB, SVM",FALSE,TRUE
5 (0.76),1 (0.8),4 (0.72),4 (0.6),1 (0.76),1 (0.68),1 (0.68),1 (0.8),1 (0.84),1 (0.84),1 (0.6),1 (0.8),5 (0.76),1 (0.92),5 (0.84),4,"DistilBERT,RoBERTa","(4, 1)",DistilBERT,"KNN, NB, RF",TRUE,TRUE
5 (0.84),5 (0.68),5 (0.96),5 (0.76),4 (0.84),5 (0.8),5 (0.8),4 (0.68),4 (0.84),4 (0.72),4 (0.76),4 (0.64),4 (0.76),5 (0.88),5 (0.76),5,W2V,"(4,)",W2V,"BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",FALSE,TRUE
4 (0.76),4 (0.8),0 (0.8),5 (0.68),3 (0.8),3 (0.96),3 (0.88),3 (0.88),1 (0.8),3 (0.84),1 (0.8),3 (0.56),1 (0.88),3 (0.84),3 (0.8),4,W2V,"(3,)",W2V,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",FALSE,TRUE
3 (0.88),2 (0.92),3 (0.88),3 (0.92),2 (0.84),3 (0.8),3 (0.64),4 (0.72),0 (0.84),3 (0.92),3 (0.92),4 (0.92),2 (0.96),3 (0.92),3 (0.72),2,Falcon,"(3,)",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",FALSE,TRUE
2 (0.88),3 (0.76),0 (0.84),2 (0.8),1 (0.8),4 (0.88),3 (0.88),2 (0.76),5 (0.88),3 (0.72),3 (0.92),2 (0.8),3 (0.84),4 (0.92),3 (0.84),3,LLAMA,"(3,)",LLAMA,"AdaBoost, BiLSTM, CNN, LR, NB, SVM",TRUE,TRUE
1 (0.84),1 (0.68),1 (0.8),1 (0.84),4 (0.88),1 (0.8),1 (0.72),3 (0.6),1 (0.84),1 (0.88),1 (0.76),2 (0.96),3 (0.88),1 (0.84),1 (0.8),1,Fasttext,"(3,)",Fasttext,"BiLSTM, CNN, LR, MLP, RF, SVM",FALSE,TRUE
3 (0.88),1 (0.64),2 (0.92),3 (0.8),4 (0.84),5 (0.64),4 (0.84),5 (0.92),1 (0.84),5 (0.84),4 (0.72),4 (0.76),1 (0.76),4 (0.8),5 (0.84),2,"BART,ELMO","(1, 5)",ELMO,"KNN, LR, NB, RF, SVM",FALSE,TRUE
3 (0.88),1 (0.92),5 (0.72),4 (0.92),4 (0.88),4 (0.88),0 (0.72),4 (0.8),1 (0.96),1 (0.88),4 (0.84),4 (0.84),1 (0.76),4 (0.8),4 (0.72),5,"BERT,Falcon,MISTRAL","(5, 0, 4)",BERT,"KNN, LR",TRUE,TRUE
4 (0.56),1 (0.76),5 (0.92),1 (0.8),3 (0.8),1 (0.8),1 (0.8),1 (0.64),0 (0.88),1 (0.8),0 (0.88),1 (0.8),4 (0.8),1 (1.0),0 (0.96),2,ALBERT,"(4,)",ALBERT,"KNN, LR, MLP",FALSE,FALSE
3 (0.92),3 (0.8),3 (0.84),1 (0.8),3 (0.8),3 (0.6),4 (0.72),3 (0.8),3 (0.68),3 (0.72),3 (0.68),3 (0.8),3 (0.84),4 (0.72),4 (0.56),3,MISTRAL,"(4,)",MISTRAL,"BiLSTM, CNN, KNN, NB, RF, XGBoost",FALSE,TRUE
1 (0.84),4 (0.88),1 (0.68),2 (0.52),1 (0.76),2 (0.92),1 (0.8),1 (0.88),1 (0.88),2 (0.84),2 (0.52),1 (0.84),1 (0.64),1 (0.72),1 (0.76),2,"DistilBERT,RoBERTa","(2, 2)",DistilBERT,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM",TRUE,TRUE
1 (0.64),3 (0.88),2 (0.84),2 (0.8),3 (0.84),1 (0.68),1 (0.84),4 (0.84),1 (0.84),1 (0.84),4 (0.88),1 (0.96),1 (0.84),1 (0.92),1 (0.76),4,ALBERT,"(1,)",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
1 (0.68),1 (0.92),1 (0.72),2 (0.8),1 (0.76),0 (0.64),1 (0.84),1 (0.68),1 (0.68),1 (0.84),1 (0.8),1 (0.92),3 (0.92),1 (0.84),1 (0.92),0,ELMO,"(0,)",ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR",TRUE,TRUE
3 (0.84),3 (0.84),1 (0.84),3 (0.72),3 (0.92),3 (0.6),3 (0.68),3 (0.84),1 (0.76),3 (0.84),3 (0.68),1 (0.88),1 (0.92),3 (0.88),3 (0.8),1,ELMO,"(3,)",ELMO,"AdaBoost, BiLSTM, CNN, MLP, NB, RF, SVM",FALSE,TRUE
3 (0.76),4 (0.8),4 (0.72),3 (0.72),4 (0.8),2 (0.88),1 (0.8),3 (0.8),4 (0.88),4 (0.8),4 (0.88),3 (0.8),4 (0.92),4 (0.92),4 (0.96),1,"BERT,DistilBERT","(4, 3)",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, NB, RF, SVM, XGBoost",FALSE,TRUE
1 (0.92),1 (0.68),3 (0.76),1 (0.68),3 (0.88),1 (0.92),1 (0.8),1 (0.8),1 (0.76),2 (0.84),1 (0.6),3 (0.76),1 (0.72),1 (0.72),1 (0.68),1,RoBERTa,"(1,)",RoBERTa,"AdaBoost, BiLSTM, CNN, KNN, LR, NB, SVM, XGBoost",TRUE,TRUE
5 (0.92),3 (0.8),1 (0.88),1 (0.8),1 (0.96),3 (0.72),5 (0.72),4 (0.8),1 (0.88),3 (0.8),5 (0.84),2 (1.0),3 (0.76),3 (0.88),3 (0.64),0,MISTRAL,"(3,)",MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, SVM, XGBoost",FALSE,FALSE
2 (0.84),2 (0.76),2 (0.96),4 (0.96),3 (0.84),4 (0.96),2 (0.8),4 (0.68),1 (0.64),4 (0.8),5 (0.92),4 (0.8),3 (0.84),5 (0.84),2 (0.92),4,Glove,"(1,)",Glove,"AdaBoost, BiLSTM, CNN, MLP, NB, XGBoost",FALSE,TRUE
4 (0.92),4 (0.88),1 (0.84),4 (0.84),4 (0.84),4 (0.88),1 (0.84),3 (0.6),3 (0.92),4 (0.92),4 (0.68),1 (0.88),3 (0.8),4 (0.84),4 (0.72),3,Fasttext,"(3,)",Fasttext,"AdaBoost, BiLSTM, CNN, KNN, RF",TRUE,TRUE
1 (0.8),5 (0.76),1 (0.8),1 (0.84),1 (0.68),1 (0.76),1 (0.92),3 (0.64),1 (0.68),1 (0.84),1 (0.76),1 (0.76),1 (0.72),1 (0.84),1 (0.92),2,Fasttext,"(3,)",Fasttext,"KNN, MLP",FALSE,FALSE
4 (0.84),1 (0.92),4 (0.76),4 (0.8),4 (0.88),4 (0.88),4 (0.88),4 (0.72),4 (0.76),4 (0.84),4 (0.88),3 (0.88),0 (0.84),2 (0.72),4 (0.76),2,"Fasttext,LLAMA3","(4, 2)",LLAMA3,"AdaBoost, KNN, LR, MLP, RF, SVM, XGBoost",TRUE,TRUE
2 (0.88),3 (0.84),2 (0.92),2 (0.76),3 (0.92),1 (0.84),2 (0.84),3 (0.68),1 (0.84),3 (0.8),3 (0.84),1 (0.72),1 (0.68),3 (0.68),2 (0.68),2,"Fasttext,XLNET,LLAMA3,MISTRAL","(3, 1, 3, 2)",MISTRAL,"AdaBoost, KNN, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
4 (0.84),5 (0.6),5 (0.8),5 (0.76),4 (0.64),5 (0.88),2 (0.64),1 (0.72),1 (0.84),2 (0.88),2 (0.8),2 (0.88),3 (0.8),2 (0.84),2 (0.76),1,BART,"(5,)",BART,"AdaBoost, KNN, LR, NB",FALSE,TRUE
4 (0.92),3 (0.92),1 (0.76),5 (0.72),5 (0.84),1 (0.8),3 (0.76),4 (0.8),5 (0.8),4 (0.68),3 (0.88),3 (0.8),5 (0.96),4 (0.72),3 (0.92),1,LLAMA,"(4,)",LLAMA,"BiLSTM, CNN, KNN, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
3 (0.76),3 (0.72),4 (0.84),4 (0.8),2 (0.6),1 (0.72),4 (0.88),1 (0.88),4 (0.76),4 (0.76),5 (0.8),5 (0.8),4 (0.52),4 (0.72),4 (0.64),2,XLNET,"(4,)",XLNET,"BiLSTM, CNN, KNN, SVM",FALSE,TRUE
3 (0.8),3 (0.92),2 (0.84),2 (0.68),2 (0.72),1 (0.76),2 (0.48),2 (0.8),2 (0.76),1 (0.72),0 (0.88),2 (0.68),1 (0.76),2 (0.64),3 (0.72),2,Falcon,"(2,)",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, SVM, XGBoost",TRUE,TRUE
3 (0.84),1 (0.88),3 (0.64),4 (0.68),0 (0.84),2 (0.92),1 (0.88),1 (0.88),1 (0.92),1 (1.0),1 (0.84),1 (0.84),1 (0.84),2 (0.76),1 (0.92),4,BERT,"(3,)",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",FALSE,TRUE
3 (0.88),5 (0.88),3 (0.6),3 (0.64),3 (0.76),3 (0.84),3 (0.56),4 (0.84),2 (0.8),3 (0.76),3 (0.92),3 (0.84),3 (0.68),3 (0.84),3 (0.72),4,Falcon,"(3,)",Falcon,"BiLSTM, CNN, KNN, LR, MLP, XGBoost",FALSE,TRUE
4 (0.56),5 (0.88),3 (0.72),5 (0.88),2 (0.84),4 (0.88),3 (0.92),4 (0.84),5 (0.56),4 (0.84),3 (0.84),1 (0.8),3 (0.84),1 (0.8),4 (0.84),3,"ALBERT,Glove","(4, 5)",ALBERT,"KNN, LR, MLP, XGBoost",FALSE,TRUE
0 (0.76),1 (0.52),0 (0.8),1 (0.88),1 (0.92),1 (0.68),4 (0.92),3 (0.56),2 (0.64),0 (0.76),0 (0.84),2 (0.88),2 (0.8),4 (0.84),4 (0.76),4,BART,"(1,)",BART,"BiLSTM, CNN, KNN, RF",FALSE,TRUE
